Country_Name,Year,Access_to_electricity_(%_of_population),"Adjusted_net_enrollment_rate,_primary_(%_of_primary_school_age_children)",Adjusted_net_national_income_(constant_2015_US$),Adjusted_net_national_income_per_capita_(annual_%_growth),Adjusted_net_national_income_per_capita_(constant_2015_US$),"Annualized_average_growth_rate_in_per_capita_real_survey_mean_consumption_or_income,_bottom_40%_of_population_(%)","Annualized_average_growth_rate_in_per_capita_real_survey_mean_consumption_or_income,_total_population_(%)",CPIA_social_protection_rating_(1=low_to_6=high),CPIA_trade_rating_(1=low_to_6=high),"Central_government_debt,_total_(%_of_GDP)","Children_out_of_school,_primary",Current_account_balance_(%_of_GDP),Current_health_expenditure_(%_of_GDP),"Current_health_expenditure_per_capita,_PPP_(current_international_$)","Employment_to_population_ratio,_15+,_total_(%)_(modeled_ILO_estimate)",Exports_of_goods_and_services_(%_of_GDP),Exports_of_goods_and_services_(annual_%_growth),Final_consumption_expenditure_(%_of_GDP),Final_consumption_expenditure_(annual_%_growth),"Foreign_direct_investment,_net_inflows_(%_of_GDP)","Foreign_direct_investment,_net_outflows_(%_of_GDP)",GDP_(constant_2015_US$),GDP_(constant_LCU),GDP_growth_(annual_%),GDP_per_capita_(constant_2015_US$),GDP_per_capita_(constant_LCU),GDP_per_capita_growth_(annual_%),"GDP_per_capita,_PPP_(constant_2017_international_$)",GDP_per_person_employed_(constant_2017_PPP_$),"GDP,_PPP_(constant_2017_international_$)",Gini_index,"Government_expenditure_on_education,_total_(%_of_GDP)","Government_expenditure_on_education,_total_(%_of_government_expenditure)",Gross_domestic_income_(constant_LCU),Gross_domestic_savings_(%_of_GDP),Gross_national_expenditure_(constant_2015_US$),Gross_savings_(%_of_GDP),"Hospital_beds_(per_1,000_people)",Human_capital_index_(HCI)_(scale_0-1),"Human_capital_index_(HCI),_lower_bound_(scale_0-1)","Human_capital_index_(HCI),_upper_bound_(scale_0-1)",Income_share_held_by_highest_10%,Income_share_held_by_highest_20%,Income_share_held_by_lowest_10%,Income_share_held_by_lowest_20%,Increase_in_poverty_gap_at_$1.90_($_2011_PPP)_poverty_line_due_to_out-of-pocket_health_care_expenditure_(%_of_poverty_line),Increase_in_poverty_gap_at_$1.90_($_2011_PPP)_poverty_line_due_to_out-of-pocket_health_care_expenditure_(USD),Increase_in_poverty_gap_at_$3.20_($_2011_PPP)_poverty_line_due_to_out-of-pocket_health_care_expenditure_(%_of_poverty_line),Increase_in_poverty_gap_at_$3.20_($_2011_PPP)_poverty_line_due_to_out-of-pocket_health_care_expenditure_(USD),"Inflation,_GDP_deflator_(annual_%)","Inflation,_GDP_deflator:_linked_series_(annual_%)","Inflation,_consumer_prices_(annual_%)","Labor_force,_total","Life_expectancy_at_birth,_total_(years)","Literacy_rate,_adult_total_(%_of_people_ages_15_and_above)","Literacy_rate,_youth_total_(%_of_people_ages_15-24)","Mortality_rate,_infant_(per_1,000_live_births)","Mortality_rate,_under-5_(per_1,000_live_births)",Net_acquisition_of_financial_assets_(current_LCU),Net_barter_terms_of_trade_index_(2000_=_100),"Net_financial_flows,_bilateral_(NFL,_current_US$)",Net_foreign_assets_(current_LCU),Net_investment_in_nonfinancial_assets_(current_LCU),Net_lending_(+)_/_net_borrowing_(-)_(current_LCU),"Net_trade_in_goods_(BoP,_current_US$)",Number_of_under-five_deaths,Ores_and_metals_exports_(%_of_merchandise_exports),"Population,_total",Poverty_gap_at_$2.15_a_day_(2017_PPP)_(%),Poverty_gap_at_$3.65_a_day_(2017_PPP)_(%),Poverty_gap_at_$6.85_a_day_(2017_PPP)_(%),Poverty_headcount_ratio_at_$2.15_a_day_(2017_PPP)_(%_of_population),Poverty_headcount_ratio_at_$3.65_a_day_(2017_PPP)_(%_of_population),Poverty_headcount_ratio_at_$6.85_a_day_(2017_PPP)_(%_of_population),Poverty_headcount_ratio_at_national_poverty_lines_(%_of_population),Present_value_of_external_debt_(current_US$),Price_level_ratio_of_PPP_conversion_factor_(GDP)_to_market_exchange_rate,"Primary_completion_rate,_total_(%_of_relevant_age_group)",Public_private_partnerships_investment_in_ICT_(current_US$),Public_private_partnerships_investment_in_energy_(current_US$),Public_private_partnerships_investment_in_transport_(current_US$),Public_private_partnerships_investment_in_water_and_sanitation_(current_US$),Rail_lines_(total_route-km),"Railways,_goods_transported_(million_ton-km)","Railways,_passengers_carried_(million_passenger-km)",Real_interest_rate_(%),Renewable_electricity_output_(%_of_total_electricity_output),Renewable_energy_consumption_(%_of_total_final_energy_consumption),Renewable_internal_freshwater_resources_per_capita_(cubic_meters),Rural_land_area_(sq._km),Rural_population,Taxes_on_exports_(%_of_tax_revenue),Taxes_on_exports_(current_LCU),Taxes_on_international_trade_(%_of_revenue),Taxes_on_international_trade_(current_LCU),Trade_(%_of_GDP),Trade_in_services_(%_of_GDP),"Unemployment,_total_(%_of_total_labor_force)_(modeled_ILO_estimate)","Unemployment,_youth_total_(%_of_total_labor_force_ages_15-24)_(modeled_ILO_estimate)",Urban_population,Urban_population_(%_of_total_population),Urban_population_growth_(annual_%),"Vulnerable_employment,_total_(%_of_total_employment)_(modeled_ILO_estimate)","Wage_and_salaried_workers,_total_(%_of_total_employment)_(modeled_ILO_estimate)"
Ghana,2000,43.70000076,67.9238,227044988038.0501,227044988038.0501,227044988038.0501,227044988038.0501,227044988038.0501,227044988038.0501,227044988038.0501,227044988038.0501,991208.0,-7.754680121,2.79087734,71.00151825,66.80599976,48.80225762,227044988038.0501,94.44531443,227044988038.0501,3.329303379,0.0,20062228700.0,53092148300.0,3.700000082,1020.173739,2699.760642,1.122932344,2752.164773,7137.21331,54122701853.0,227044988038.0501,227044988038.0501,227044988038.0501,227044988038.0501,5.554685572,227044988038.0501,15.2654209,227044988038.0501,227044988038.0501,227044988038.0501,227044988038.0501,227044988038.0501,227044988038.0501,227044988038.0501,227044988038.0501,227044988038.0501,227044988038.0501,227044988038.0501,227044988038.0501,27.23011384,27.23011384,40.24093312,8469005.0,58.195,57.89746857,70.66306305,64.6,100.1,227044988038.0501,100.0,25056729.3,-58744030.5,227044988038.0501,227044988038.0501,-830233759.0,67139.0,11.91586318,19665502.0,227044988038.0501,227044988038.0501,227044988038.0501,227044988038.0501,227044988038.0501,227044988038.0501,227044988038.0501,227044988038.0501,0.234088111,69.08267212,227044988038.0501,227044988038.0501,10000000.0,227044988038.0501,953.0,165.0,83.0,227044988038.0501,91.49937699,71.62,1540.769211,229194.2569,11026644.0,227044988038.0501,227044988038.0501,227044988038.0501,227044988038.0501,116.0484302,21.83283912,10.46000004,16.16900063,8638858.0,43.929,4.226983348,82.28000069,12.77000046
Ghana,2001,44.83751297,62.47613,246000157131.23685,246000157131.23685,246000157131.23685,246000157131.23685,246000157131.23685,246000157131.23685,246000157131.23685,246000157131.23685,1178240.0,-8.042805732,3.17252946,83.66889191,67.22200012,45.23301647,246000157131.23685,92.98039962,246000157131.23685,1.680555283,0.17975126,20864717873.0,55215834300.0,4.000000128,1033.133041,2734.055794,1.270303419,2787.125616,7126.504175,56287609996.0,246000157131.23685,5.354440212,15.74110985,246000157131.23685,7.019600375,246000157131.23685,21.09260967,246000157131.23685,246000157131.23685,246000157131.23685,246000157131.23685,246000157131.23685,246000157131.23685,246000157131.23685,246000157131.23685,246000157131.23685,246000157131.23685,246000157131.23685,246000157131.23685,34.81794407,34.81794407,41.50949629,8727477.0,58.107,246000157131.23685,246000157131.23685,62.3,96.0,246000157131.23685,107.3702302,112427056.0,81820255.52,487393100.0,-247712100.0,-1101397845.0,66148.0,10.86360657,20195577.0,246000157131.23685,246000157131.23685,246000157131.23685,246000157131.23685,246000157131.23685,246000157131.23685,246000157131.23685,246000157131.23685,0.234786465,65.44558716,246000157131.23685,246000157131.23685,246000157131.23685,246000157131.23685,953.0,246000157131.23685,246000157131.23685,246000157131.23685,84.09466853,69.32,1500.328513,246000157131.23685,11188148.0,4.582682247,29995800.0,31.64166491,301243300.0,110.0458542,21.40539063,9.491999626,14.95600033,9007429.0,44.601,4.177928313,81.86000061,13.10999966
Ghana,2002,46.85807037,66.49101,248977398506.52744,248977398506.52744,248977398506.52744,248977398506.52744,248977398506.52744,248977398506.52744,248977398506.52744,248977398506.52744,1069923.0,-1.706648076,2.8882091,78.98332214,67.63400269,42.61625189,248977398506.52744,92.55673939,248977398506.52744,0.955673775,-0.033124018,21803630086.0,57700546600.0,4.499999559,1050.355895,2779.633897,1.667050975,2833.588421,7144.846891,58820552198.0,248977398506.52744,248977398506.52744,248977398506.52744,248977398506.52744,7.443260612,248977398506.52744,18.75403504,248977398506.52744,248977398506.52744,248977398506.52744,248977398506.52744,248977398506.52744,248977398506.52744,248977398506.52744,248977398506.52744,248977398506.52744,248977398506.52744,248977398506.52744,248977398506.52744,22.81858472,22.81858472,9.360932396,9000790.0,58.608,248977398506.52744,248977398506.52744,60.1,92.2,248977398506.52744,134.5750585,51017981.3,352294465.2,299117300.0,-245331900.0,-691828995.9,64971.0,248977398506.52744,20758326.0,248977398506.52744,248977398506.52744,248977398506.52744,248977398506.52744,248977398506.52744,248977398506.52744,248977398506.52744,248977398506.52744,0.256667699,67.09992981,248977398506.52744,248977398506.52744,248977398506.52744,248977398506.52744,953.0,248977398506.52744,248977398506.52744,248977398506.52744,69.24240341,65.68,1459.655273,248977398506.52744,11359994.0,4.315433641,36886100.0,34.80336022,359325100.0,97.48924317,19.06826966,8.519000053,13.74400043,9398332.0,45.275,4.248254543,81.37000275,13.53999996
Ghana,2003,48.29999924,65.83247,265220923241.27216,265220923241.27216,265220923241.27216,265220923241.27216,265220923241.27216,265220923241.27216,265220923241.27216,265220923241.27216,1111249.0,1.332300668,2.83229733,80.59757233,68.03900146,40.67904265,265220923241.27216,92.99213244,265220923241.27216,1.791715353,0.140842154,22937418879.0,60700975100.0,5.200000133,1075.384037,2845.867707,2.382824942,2901.107873,7220.401203,61879220991.0,265220923241.27216,265220923241.27216,265220923241.27216,265220923241.27216,7.007867565,265220923241.27216,21.15696563,265220923241.27216,265220923241.27216,265220923241.27216,265220923241.27216,265220923241.27216,265220923241.27216,265220923241.27216,265220923241.27216,265220923241.27216,265220923241.27216,265220923241.27216,265220923241.27216,28.70440721,28.70440721,29.77297972,9271299.0,59.111,265220923241.27216,79.70999908,58.2,88.9,-45059960.0,129.1369081,-1758645.1,933473153.5,423381076.0,-239651545.0,-670263124.9,63951.0,2.46857072,21329514.0,265220923241.27216,265220923241.27216,265220923241.27216,265220923241.27216,265220923241.27216,265220923241.27216,265220923241.27216,265220923241.27216,0.296143668,68.19152832,265220923241.27216,265220923241.27216,265220923241.27216,265220923241.27216,977.0,242.0,85.0,265220923241.27216,66.06596396,64.47,1420.566826,265220923241.27216,11528389.0,6.48249167,79244650.0,19.25962162,315963133.0,97.28714571,20.33420601,7.540999889,12.53199959,9801125.0,45.951,4.196494828,80.94000053,13.98999977
Ghana,2004,50.88582993,283590575737.07385,283590575737.07385,283590575737.07385,283590575737.07385,283590575737.07385,283590575737.07385,283590575737.07385,283590575737.07385,283590575737.07385,283590575737.07385,-6.645240384,2.77140665,82.96492767,68.4280014,39.30332512,283590575737.07385,92.68617617,283590575737.07385,1.568114186,-0.011019245,24221914334.0,64100229700.0,5.599999991,1105.698138,2926.090136,2.818909276,2982.887472,7335.183733,65344457360.0,283590575737.07385,7.535580158,22.37924957,283590575737.07385,7.313823831,283590575737.07385,22.87179036,283590575737.07385,283590575737.07385,283590575737.07385,283590575737.07385,283590575737.07385,283590575737.07385,283590575737.07385,283590575737.07385,283590575737.07385,283590575737.07385,283590575737.07385,283590575737.07385,14.35015113,14.35015113,18.04273882,9537156.0,59.191,283590575737.07385,283590575737.07385,56.6,86.1,44148239.0,120.4767436,-5399494.9,1250541000.0,727752654.0,-108637804.0,-1592811402.0,63089.0,1.497373934,21906444.0,283590575737.07385,283590575737.07385,283590575737.07385,283590575737.07385,283590575737.07385,283590575737.07385,283590575737.07385,283590575737.07385,0.317798927,67.30165863,283590575737.07385,283590575737.07385,283590575737.07385,283590575737.07385,283590575737.07385,283590575737.07385,283590575737.07385,283590575737.07385,87.44825302,62.38,1383.154655,283590575737.07385,11691469.0,5.673030674,98581970.0,15.26708738,380887561.0,99.67033435,20.08808529,6.573999882,11.32900047,10214975.0,46.63,4.135760588,80.48000145,14.43000031
Ghana,2005,41.25,70.60912,284474032168.0155,284474032168.0155,284474032168.0155,284474032168.0155,284474032168.0155,3.5,4.0,284474032168.0155,994857.0,-10.28052965,3.64265633,116.4009857,68.80500031,36.44921695,284474032168.0155,96.27099921,284474032168.0155,1.349226451,0.0,25651008205.0,67882145700.0,5.900003819,1140.199319,3017.393144,3.120307425,3075.962731,7482.181954,69199782840.0,42.8,7.42208004,23.42996025,284474032168.0155,3.72900079,284474032168.0155,19.20714449,0.9,284474032168.0155,284474032168.0155,284474032168.0155,32.7,48.6,1.9,5.2,0.908872485,1.726857662,0.747698545,2.392635345,14.9637184,14.9637184,15.43899202,9799106.0,59.76,284474032168.0155,284474032168.0155,55.2,83.5,-59688570.0,118.6029368,-4615448.0,1480092910.0,858078815.0,-137029296.0,-2545113868.0,62765.0,3.604068536,22496951.0,16.1,33.3,56.6,42.5,70.1,91.0,31.9,284474032168.0155,0.352014301,73.07195282,284474032168.0155,590000000.0,284474032168.0155,284474032168.0155,284474032168.0155,284474032168.0155,284474032168.0155,284474032168.0155,82.92575133,61.43,1346.84918,284474032168.0155,11854093.0,3.059572424,63447790.0,14.02431395,411378448.0,98.17151411,22.1466003,5.609000206,10.12199974,10642858.0,47.308,4.103427598,79.95000076,15.07999992
Ghana,2006,55.09344864,72.72937,24089483465.0,326819996006.28296,1042.89862,326819996006.28296,326819996006.28296,3.5,4.0,326819996006.28296,941618.0,-5.166478939,3.68296194,124.3931427,69.1760025,25.19211876,326819996006.28296,92.58308263,326819996006.28296,3.111458973,0.0,27292650312.0,72226543700.0,6.399912606,1181.57234,3126.881607,3.62857797,3187.576437,7675.793724,73628508465.0,326819996006.28296,5.259829998,24.16197968,72226592743.0,7.416917365,34221494967.0,17.78991023,326819996006.28296,326819996006.28296,326819996006.28296,326819996006.28296,326819996006.28296,326819996006.28296,326819996006.28296,326819996006.28296,326819996006.28296,326819996006.28296,326819996006.28296,326819996006.28296,80.75458064,12.78866114,11.67918394,10059045.0,59.988,326819996006.28296,326819996006.28296,53.8,81.2,17849560.0,122.0921327,25980047.4,2088422023.0,1134975240.0,-786535997.0,-3027000496.0,62243.0,2.161021362,23098586.0,326819996006.28296,326819996006.28296,326819996006.28296,326819996006.28296,326819996006.28296,326819996006.28296,326819996006.28296,326819996006.28296,0.38098143,69.4250412,326819996006.28296,326819996006.28296,326819996006.28296,326819996006.28296,953.0,181.0,85.0,326819996006.28296,66.65480427,58.56,1311.768608,326819996006.28296,12014037.0,5.211827214,124855670.0,16.56808312,541835102.0,65.92144384,14.26388307,4.639999866,8.897999763,11084549.0,47.988,4.066309976,78.81999874,15.81000042
Ghana,2007,56.92979431,78.03132,25821987321.0,4.43517295,1089.152978,346460978285.70044,346460978285.70044,3.5,4.0,346460978285.70044,773915.0,-9.581114417,3.81368589,130.7530518,68.67500305,24.5250906,18.1677174,100.9195961,5.475383084,5.571075269,0.0,28479012450.0,75366100900.0,4.346819104,1201.224399,3178.888293,1.663212531,3240.592608,7823.660033,76829006538.0,346460978285.70044,5.519869804,22.31702042,75366158702.0,-0.919596089,37380081537.0,6.743614399,346460978285.70044,346460978285.70044,346460978285.70044,346460978285.70044,346460978285.70044,346460978285.70044,346460978285.70044,346460978285.70044,346460978285.70044,346460978285.70044,346460978285.70044,346460978285.70044,18.62788854,18.62788854,10.73426655,10319873.0,60.224,346460978285.70044,346460978285.70044,52.5,78.7,-44928218.0,131.7800743,127348002.8,2433953235.0,1525342550.0,-1085336680.0,-3893975747.0,61079.0,2.872340233,23708320.0,346460978285.70044,346460978285.70044,346460978285.70044,346460978285.70044,346460978285.70044,346460978285.70044,346460978285.70044,346460978285.70044,0.431799987,74.65209198,346460978285.70044,300000000.0,346460978285.70044,346460978285.70044,346460978285.70044,346460978285.70044,346460978285.70044,346460978285.70044,53.4107194,54.53,1278.032353,346460978285.70044,12169718.0,1.043296983,33525000.0,17.64102574,807355906.0,65.35432229,15.42805978,4.864999771,9.482000351,11538602.0,48.669,4.014595326,78.33000183,16.21999931
Ghana,2008,60.5,83.63321,28358069423.0,7.032463797,1165.747266,363316823096.3012,363316823096.3012,4.0,4.0,363316823096.3012,587317.0,-11.60243915,3.89917445,142.3817902,68.2559967,25.0294573,16.74261505,102.9633686,14.90431535,9.466663986,0.027755789,31084784829.0,82261947600.0,9.149798938,1277.837444,3381.635016,6.37791278,3447.274778,8344.498592,83858706162.0,363316823096.3012,5.757959843,24.03750038,82262027448.0,-2.96336861,41973262663.0,4.34115707,363316823096.3012,363316823096.3012,363316823096.3012,363316823096.3012,363316823096.3012,363316823096.3012,363316823096.3012,363316823096.3012,363316823096.3012,363316823096.3012,363316823096.3012,363316823096.3012,19.41027109,19.41027109,16.49463961,10577661.0,60.49,363316823096.3012,82.23000336,51.0,76.1,132700000.0,149.2249115,149624993.5,2516625835.0,1206699731.0,-1772639219.0,-4998768803.0,59837.0,3.513683203,24326087.0,363316823096.3012,363316823096.3012,363316823096.3012,363316823096.3012,363316823096.3012,363316823096.3012,363316823096.3012,363316823096.3012,0.448362769,79.998909,363316823096.3012,363316823096.3012,363316823096.3012,363316823096.3012,363316823096.3012,363316823096.3012,363316823096.3012,363316823096.3012,74.42335416,57.34,1245.576405,363316823096.3012,12320920.0,0.953832528,40000000.0,21.20923127,1195051920.0,69.51422561,14.29270714,4.974999905,9.911999702,12005167.0,49.351,3.963903055,77.70999908,16.78000069
Ghana,2009,60.99077988,84.10467,27591524302.0,-5.139048931,1105.838944,363149656508.3515,363149656508.3515,3.5,4.0,363149656508.3515,579940.0,-7.2833139,4.42220068,165.3295441,67.72200012,29.29186598,7.620277981,96.57916073,1.003749703,9.108300623,0.026489448,32590683205.0,86247117000.0,4.844487052,1306.199915,3456.692705,2.219568023,3523.789387,8567.425172,87921230324.0,363149656508.3515,5.317440033,22.49513054,86247163100.0,3.420839273,38836154701.0,11.03639073,0.9,363149656508.3515,363149656508.3515,363149656508.3515,363149656508.3515,363149656508.3515,363149656508.3515,363149656508.3515,363149656508.3515,363149656508.3515,363149656508.3515,363149656508.3515,15.66656862,15.66656862,19.24694822,10827196.0,60.946,363149656508.3515,363149656508.3515,49.2,73.0,-69000000.0,164.5359684,268142927.1,3517244451.0,2271400000.0,-2066515747.0,-2206560000.0,58451.0,1.749048897,24950762.0,363149656508.3515,363149656508.3515,363149656508.3515,363149656508.3515,363149656508.3515,363149656508.3515,363149656508.3515,363149656508.3515,0.385945421,81.27578735,363149656508.3515,140000000.0,363149656508.3515,363149656508.3515,363149656508.3515,363149656508.3515,363149656508.3515,363149656508.3515,76.76936816,51.9,1214.391769,363149656508.3515,12467646.0,0.36307449,16759000.0,15.89266553,1081127293.0,71.59473853,18.09279187,5.243000031,10.59399986,12483116.0,50.031,3.903987082,77.25999832,17.07999992
Ghana,2010,64.19999695,371277180067.8873,28618204876.0,1.190475693,1119.003688,371277180067.8873,371277180067.8873,4.0,4.0,371277180067.8873,371277180067.8873,-8.532834496,4.25117254,169.1307983,67.27999878,29.47671798,24.67920601,100.6831939,17.31512475,7.849577869,0.0,35165253298.0,93060390800.0,7.899711941,1375.000574,3638.764938,5.267238029,3709.395761,9064.11716,94866754254.0,371277180067.8873,5.540599823,20.69614029,91993777252.0,-0.683193858,40516073846.0,4.87094658,371277180067.8873,371277180067.8873,371277180067.8873,371277180067.8873,371277180067.8873,371277180067.8873,371277180067.8873,371277180067.8873,371277180067.8873,371277180067.8873,371277180067.8873,371277180067.8873,16.59564473,16.59564473,10.73338984,11061367.0,61.157,71.49707031,85.71614838,47.4,69.8,-408600926.0,182.906683,487813855.2,5410412136.0,2892896699.0,-3314982110.0,-2962020000.0,57019.0,4.014894505,25574719.0,371277180067.8873,371277180067.8873,371277180067.8873,371277180067.8873,371277180067.8873,371277180067.8873,371277180067.8873,371277180067.8873,0.436878132,371277180067.8873,371277180067.8873,371277180067.8873,371277180067.8873,371277180067.8873,371277180067.8873,371277180067.8873,371277180067.8873,371277180067.8873,68.81085866,51.91,1184.76375,371277180067.8873,12605012.0,1.535586862,94658100.0,17.29990151,1532572825.0,75.37781579,13.91586806,5.380000114,11.08300018,12969707.0,50.713,3.823939622,76.25000095,18.04000092
Ghana,2011,64.06256104,92.02687,31108496855.0,6.083478044,1187.078031,402140339062.7856,402140339062.7856,4.0,4.0,402140339062.7856,298913.0,-9.002433726,4.71008253,215.8249207,67.75299835,36.93660855,53.84208277,99.61224362,11.78515668,8.255743982,0.064429919,40104959886.0,106133000000.0,14.04712358,1530.376638,4049.948021,11.30007269,4128.560179,10154.92113,108193000000.0,402140339062.7856,8.14097023,30.63430977,106133000000.0,0.387756379,46797621903.0,3.88165352,0.9,402140339062.7856,402140339062.7856,402140339062.7856,402140339062.7856,402140339062.7856,402140339062.7856,402140339062.7856,402140339062.7856,402140339062.7856,402140339062.7856,402140339062.7856,13.91482218,13.91482218,8.728459371,11285673.0,61.652,402140339062.7856,402140339062.7856,45.6,66.5,-71210258.0,185.3346326,401681378.5,7307690859.0,2632596472.0,-2343529503.0,-3052326680.0,55524.0,1.365136387,26205941.0,402140339062.7856,402140339062.7856,402140339062.7856,402140339062.7856,402140339062.7856,402140339062.7856,402140339062.7856,402140339062.7856,0.458490836,88.06565094,402140339062.7856,360000000.0,402140339062.7856,402140339062.7856,402140339062.7856,402140339062.7856,402140339062.7856,402140339062.7856,67.50892857,50.09,1156.226369,402140339062.7856,12737660.0,0.056229252,5000000.0,16.62597067,2150534580.0,86.29545385,13.92200025,4.22300005,8.869000435,13468281.0,51.394,3.772095787,74.03000164,20.80999947
Ghana,2012,56.50999832,91.21756,34178852147.0,7.199365466,1272.540117,420562967644.70087,420562967644.70087,4.0,4.0,420562967644.70087,334382.0,-11.90113897,4.03214407,205.4493408,68.10199738,40.35921817,15.18600876,95.48187666,4.214473824,7.982660011,0.002641083,43831829350.0,115995000000.0,9.292789406,1631.937814,4318.716816,6.636351702,4402.545952,10916.71223,118247000000.0,42.4,7.919139862,37.52096176,115996000000.0,4.518123342,53182220251.0,5.267624577,420562967644.70087,420562967644.70087,420562967644.70087,420562967644.70087,31.7,48.3,2.0,5.4,0.067047961,0.12739113,0.20019114,0.640611649,15.20527874,15.20527874,11.18634094,11512114.0,62.081,420562967644.70087,420562967644.70087,43.8,63.4,0.0,181.2249793,745095450.7,6930099628.0,420562967644.70087,-7751137508.0,-4210816027.0,54101.0,1.472632851,26858762.0,8.3,21.2,43.5,25.7,51.9,80.5,24.2,420562967644.70087,0.419782491,93.86432648,700000000.0,440000000.0,420562967644.70087,126000000.0,420562967644.70087,420562967644.70087,420562967644.70087,420562967644.70087,67.12408516,46.5,1128.123478,420562967644.70087,12872599.0,0.891343449,103169453.7,12.65490339,1990079982.0,93.16803513,18.16195066,3.224999905,6.877999783,13986163.0,52.073,3.773111837,72.46000195,22.29000092
Ghana,2013,70.69999695,476199687010.5096,39260166888.0,12.08407492,1426.314818,476199687010.5096,476199687010.5096,4.0,4.0,476199687010.5096,476199687010.5096,-9.07952594,4.62300539,243.1523895,68.48100281,25.4407834,-3.604920988,85.1059489,15.89696876,5.1366502,0.001066488,47037042836.0,124478000000.0,7.312525017,1708.847326,4522.248102,4.712772226,4610.027915,11520.37155,126894000000.0,476199687010.5096,4.576469898,21.22220993,124478000000.0,14.8940511,54646810168.0,15.19489116,476199687010.5096,476199687010.5096,476199687010.5096,476199687010.5096,476199687010.5096,476199687010.5096,476199687010.5096,476199687010.5096,476199687010.5096,476199687010.5096,476199687010.5096,476199687010.5096,54.01291176,15.58107726,11.66619231,11743140.0,62.42,476199687010.5096,476199687010.5096,42.2,60.5,0.0,172.9553978,742644993.1,5378767398.0,476199687010.5096,-10343952768.0,-3848317612.0,52633.0,2.068655881,27525597.0,476199687010.5096,476199687010.5096,476199687010.5096,476199687010.5096,476199687010.5096,476199687010.5096,476199687010.5096,476199687010.5096,0.445924566,94.82469177,476199687010.5096,440000000.0,476199687010.5096,476199687010.5096,476199687010.5096,476199687010.5096,476199687010.5096,476199687010.5096,63.98881206,46.19,1100.793563,476199687010.5096,13006395.0,0.75278283,100000000.0,12.63536065,2330964341.0,60.7593219,11.70247525,2.170000076,4.763999939,14519202.0,52.748,3.740356548,71.3900013,23.28000069
Ghana,2014,78.30000305,487386123817.621,37351903783.0,-7.123822702,1324.70668,487386123817.621,487386123817.621,4.0,4.0,487386123817.621,487386123817.621,-6.744036664,4.10044813,223.6450195,66.4960022,28.23190177,-0.956859033,80.17507346,-3.743791809,6.139493623,0.011682489,48380533745.0,128033000000.0,2.856240163,1715.843363,4540.762229,0.409400947,4628.901413,11654.99006,130518000000.0,487386123817.621,4.39978981,20.98513985,126503000000.0,19.82492654,53752891431.0,18.26555407,487386123817.621,487386123817.621,487386123817.621,487386123817.621,487386123817.621,487386123817.621,487386123817.621,487386123817.621,487386123817.621,487386123817.621,487386123817.621,487386123817.621,23.93996048,23.93996048,15.48961603,11979984.0,63.045,487386123817.621,87.59999847,40.6,57.8,0.0,175.4945347,674280933.6,8787389110.0,6327417981.0,-11610628051.0,-1383251077.0,50930.0,1.736054289,28196358.0,487386123817.621,487386123817.621,487386123817.621,487386123817.621,487386123817.621,487386123817.621,487386123817.621,487386123817.621,0.361382718,93.65453339,487386123817.621,900000000.0,487386123817.621,487386123817.621,487386123817.621,487386123817.621,487386123817.621,487386123817.621,64.73038648,47.69,1074.606869,487386123817.621,13134146.0,1.784052306,318550000.0,13.22668289,3091223539.0,63.83656156,12.21504797,4.494999886,9.501000404,15062212.0,53.419,3.671704153,70.27000141,24.37999916
Ghana,2015,74.07884216,490721743989.25104,38453987035.0,0.545060607,1331.927134,490721743989.25104,490721743989.25104,4.0,4.0,490721743989.25104,490721743989.25104,-5.715111224,4.62171459,236.5086823,64.53399658,33.83170499,17.62739666,81.02196834,0.929706373,6.461328184,0.448172907,49406568433.0,130748000000.0,2.120759338,1711.290666,4528.714092,-0.265332917,4616.619414,11700.3693,133286000000.0,490721743989.25104,4.434050083,23.80879974,126039000000.0,18.97803166,53782933748.0,21.22924497,490721743989.25104,490721743989.25104,490721743989.25104,490721743989.25104,490721743989.25104,490721743989.25104,490721743989.25104,490721743989.25104,490721743989.25104,490721743989.25104,490721743989.25104,490721743989.25104,13.25296456,13.25296456,17.1499695,12224092.0,63.175,490721743989.25104,490721743989.25104,39.2,55.4,0.0,170.8422715,170209876.5,11391208412.0,12329116219.0,-9646827128.0,-3143866544.0,49458.0,1.531148506,28870939.0,490721743989.25104,490721743989.25104,490721743989.25104,490721743989.25104,490721743989.25104,490721743989.25104,490721743989.25104,490721743989.25104,0.340773133,98.75621796,490721743989.25104,490721743989.25104,490721743989.25104,490721743989.25104,490721743989.25104,490721743989.25104,490721743989.25104,490721743989.25104,50.89200244,44.02,1049.498252,227830.2993,13255803.0,1.7272285,370580000.0,11.74916961,3448930198.0,76.5212713,27.22509083,6.809999943,14.28299999,15615136.0,54.086,3.605160954,69.90999985,24.54999924
